address,basePool0,basePool1,yfi,backstop,ghouls,rope,stakedRopeAmount,unisock,pooliJudge,pooliLawyer,pooliSupporter,defiShare,defiAmount,nftShare,nftAmount,poolyShare,poolyAmount,totalAmount,share,chain
0x37a6156e4a6e8b60b2415af040546cf5e91699bd,,,TRUE,,3,0,0,0,0,0,0,1,678.6051,3,1739.087,0,0,2417.692,4,Arbitrum
0x37cc9556e2a4fa3b9901c2a4790fc3e6989ce4a7,,,FALSE,,0,2,18,0,0,0,0,0,0,5,2898.478,0,0,2898.478,5,Optimism
0x37dba16c4f2993228d4e1ea30524e4780ced41a3,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x38123a191e9685448658d2207b0543e2fb9282cc,,,FALSE,,0,0,0,0,0,0,2,0,0,0,0,2,1105.142,1105.142,2,Arbitrum
0x3881871c3621e9a8bb9f5c046a2c944c24229874,,,FALSE,,0,0,0,0,0,1,0,0,0,0,0,10,5525.71,5525.71,10,Arbitrum
0x38daea6f17e4308b0da9647db9ca6d84a3a7e195,,,FALSE,,3,0,0,0,0,0,4,0,0,3,1739.087,4,2210.284,3949.371,7,Arbitrum
0x3961b39418d88a1ce6e249b60e0ba168a4c41eed,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Arbitrum
0x39de56518e136d472ef9645e7d6e1f7c6c8ed37b,,,TRUE,,0,0,0,0,0,0,0,2,1357.21,0,0,0,0,1357.21,2,Arbitrum
0x3a2d016124df975850b84a6a970ecd5725bf793d,,,TRUE,,0,0,0,0,0,0,0,2,1357.21,0,0,0,0,1357.21,2,Optimism
0x3b4c30bcf5b90626fc2d589c25280679217312ff,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x3b55efe82993a5768b9c18b1da92b22d6731353b,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x3bb8d70932685e75fb11c166b2c30f5b0a0c959e,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x3bc1158e5bce8c10e5da0edfbb94b261eec46a76,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x3c2d6d7144241f1f1203c29c124585e55b58975e,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Optimism
0x3c6cf50343d972db4373a3e8482c9681efbda6f6,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Arbitrum
0x3c7028cfb96f8f5fb7874ad5dcbfe09b257cd983,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x3d16451a4b73e778bfec126025ba79716a17e32d,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x3d909b6cb958a32f1a6e0d016c387a3a2c8decd1,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x3e17fac953de2cd729b0ace7f6d4353387717e9e,,,TRUE,,0,0,0,0,0,0,1,1,678.6051,0,0,1,552.571,1231.176,2,Arbitrum
0x3e3523949511e2954682e0b9be2826254b4fab5b,,,FALSE,,6,0,0,0,0,0,0,0,0,6,3478.173,0,0,3478.173,6,Arbitrum
0x3ea64fe7b3329a920a29cc23ce7bdab804ce5216,,,FALSE,,4,0,0,0,0,0,0,0,0,4,2318.782,0,0,2318.782,4,Arbitrum
0x3ec6732676db7996c1b34e64b0503f941025cb63,Staked,,TRUE,,0,0,0,0,0,0,1,2,1357.21,0,0,1,552.571,1909.781,3,Arbitrum
0x3f049e5850229d18f01460dfda38c3ea6422b5a4,,,FALSE,,15,0,0,0,0,0,0,0,0,15,8695.433,0,0,8695.433,15,Arbitrum
0x3fd1ddf28f604cfe5fefa3adc38e38be2f7208d6,,,FALSE,,0,0,0,0,0,0,0,1,678.6051,0,0,0,0,678.6051,1,Arbitrum
0x40389e4389192a2cfdc02c53bdf28c9817b5e483,,,FALSE,,0,0,0,0,0,1,0,0,0,0,0,10,5525.71,5525.71,10,Arbitrum
0x40ce1cc669960b771e8d0c1663de5d6d29d85119,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x41479ef47a68c5c37e588717cd34701913246eea,,,FALSE,,9,0,0,0,0,0,0,0,0,9,5217.26,0,0,5217.26,9,Arbitrum
0x4170c4fb8d919ac3b7efdf48fa7ae114079d38cb,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x41a52c8db1833015eb0c40b13c818c40e13c6bf6,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x41d99f70fe069e8e16c00d827ff58d53ec43e12e,,,FALSE,,2,0,0,0,0,0,0,0,0,2,1159.391,0,0,1159.391,2,Arbitrum
0x41e260e8f07615418968c5fc7d10e277cf7eab56,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x43930ff04d18a5b59805151c1eb403c55870641e,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Optimism
0x43f708c3f68b5fe2fe5cf38844b56613c71fc544,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x4443a98e9ea5abfb96b552f0557c68871b635e3e,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x451782b1fac3b8020309c1fa9203b01bf82deabe,,,FALSE,,7,0,0,0,0,0,0,0,0,7,4057.869,0,0,4057.869,7,Arbitrum
0x45260985af07f1a3121e65743dc418613f42b616,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x4544748a6c906333b7693c6989d5ca4fa68f3741,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x463d68b8a652b8022b44782bc40783714ad4208f,,,FALSE,,0,0,0,0,0,0,0,2,1357.21,0,0,0,0,1357.21,2,Arbitrum
0x4644a9afe25b01405b9099c32fbf123f919d4838,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x468c2dac680f0600bf8c86b6a8bbffc81f82f159,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x473668e5f99e0e0bfa66c2c979e9cd26761f2f62,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Arbitrum
0x47547895218274e121e4219a3fd23235377a9903,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x475bbe6b5154e19e8c9691fbb332f0f8807d19c0,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x47d228fb786bb14117625147f1055638f46b6893,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x47e1f80c98e2db6ae6319cee060db025fb87ebb7,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x4839600e1e3d57c933bd1d116a4d4ccae9f2a509,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Arbitrum
0x4864e9ba3ab4270e338d1d52a49c383294c34134,,,TRUE,,0,0,0,0,0,0,1,1,678.6051,0,0,1,552.571,1231.176,2,Arbitrum
0x490cf3bf977f01029204643405087d237179a48f,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x491b7a9b39b1cac4f2e4ee1e6fb455a02a51f39b,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x49739691fb5f3992b3f2536f309d955558e75933,,,TRUE,enlisted,0,0,0,0,0,0,0,3,2035.815,0,0,0,0,2035.815,3,Optimism
0x49d1978dce1a788a0e33ac59c004e5fee4093e95,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x4a24fd841e74c28309bca5730b40679e18c5fca0,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x4b40f8ffe23bac2035978a79077068dfa08c591f,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x4b6bb4f9b2381a89d65a58f1db5bc417f419a7f4,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x4b7fbe2d88065d6e95334814a1f3b0b475c51869,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Optimism
0x4d312d7fa74cbd888235f84299cdaf4e74fcb602,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x4d477f1aabcfc2fc3fc9b802e861c013e0123ad9,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x4d58d36e46cf9af14e416061fe5d0074780b4099,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x4e5fa9ce58dd05588d922d2324bafbe0a77d86fa,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x4f4b95b086ba390442febfcab60893bfab04106c,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x4f6f32e1692566d335e7498a1ff9a1c1af43106b,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x4fbcd2f65051b96efc4262d6afeffc04d21d5bf2,,,FALSE,,0,10,0,0,0,0,0,0,0,2.5,1449.239,0,0,1449.239,2.5,Arbitrum
0x510e29214d26dba2c34b0bf748b7df543b1f1613,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x5122b4d90185958faa110a3a02b647c755b977fd,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x512e0fae292f125e9203ebbf0c1e6a126aab4899,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x513aedace44cc9a0724ca276a8ceeee950903576,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x514b1861561fddf86baf8462e001a1584e1b7b83,,,FALSE,,0,0,0,0,0,1,0,0,0,0,0,10,5525.71,5525.71,10,Optimism
0x524cb61b52414a8413e6edec12891b11f71a711d,,,FALSE,,0,0,0,0,0,0,2,0,0,0,0,2,1105.142,1105.142,2,Arbitrum
0x52b9783f1f955ac10d50c7d4ab62d7f2288d6446,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Optimism
0x52caddd236c7d981b3d6d82442cc0bae06be4a7a,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x530ac1fc7b2bdd41c0bb52bd255caade6531c917,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x53920ae995e32abac0f46e5ee1245858d425829c,,,FALSE,,0,1,0,0,0,0,0,0,0,0.25,144.9239,0,0,144.9239,0.25,Arbitrum
0x540e9f78d6265aaa9ad320f31ac38ff2553f6f5f,,,FALSE,,0,0,0,0,0,1,0,0,0,0,0,10,5525.71,5525.71,10,Optimism
0x550339b44e603c3cbe6b0c00cf70bbfe16c5a04a,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x5565d64f29ea17355106df3ba5903eb793b3e139,,,TRUE,,0,0,0,0,0,1,0,1,678.6051,0,0,10,5525.71,6204.315,11,Arbitrum
0x55956aaad86b318992e7f6dbd8e41923f6829606,,,FALSE,,2,0,0,0,0,0,0,1,678.6051,2,1159.391,0,0,1837.996,3,Arbitrum
0x564fc5027be63048121d54608cabf441e1f63473,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x5662696f3487304a50ac51889c4e30592b6b25f6,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Arbitrum
0x5677e091bca26154b4a125dc90aff0be133b0346,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x574a782a00dd152d98ff85104f723575d870698e,,,FALSE,,0,9,43,0,0,0,0,0,0,13,7536.042,0,0,7536.042,13,Optimism
0x575740f581038f792425670fa6bfebcc8e4dcdff,,,FALSE,,0,3,13,0,0,0,0,0,0,4,2318.782,0,0,2318.782,4,Arbitrum
0x57635690d9209b4208bd4b32606cf8e5ce310837,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x578c4a68940f5cfadf01678f575001483558f748,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x5800316f367f0a316e4a1b68af5f773b15d2db9f,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x58292dccdb7609540b8520b60d448fd8395740fd,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x5833869fdeb4d371b854d7474f5f84b43320fd05,,,FALSE,,5,0,0,0,0,0,0,0,0,5,2898.478,0,0,2898.478,5,Arbitrum
0x583e76ffb9b25129e1b26ca4f7f873dae8093e26,,,FALSE,,0,4,12,0,0,0,0,0,0,4,2318.782,0,0,2318.782,4,Arbitrum
0x5877af7fc64e26c695806e2fd7e083c8511e61f1,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x58e711c0a4f28ce553ceb77a9fc0eefe55a473e4,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x597bea912e8734e17ddc4f43a489a1472d9459cf,,,FALSE,,0,0,0,0,0,0,0,1,678.6051,0,0,0,0,678.6051,1,Arbitrum
0x5a0f2c1d8e563db79ee40f979f6bcd0d27f86f80,,,TRUE,,0,0,0,0,0,0,0,2,1357.21,0,0,0,0,1357.21,2,Arbitrum
0x5a1b8d6a57445deced8f816310fdb0aa6367cf10,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x5a230ab790abd2771e2448b49e63e16b8032d5e9,Staked,Staked,TRUE,,0,0,0,0,0,0,0,3,2035.815,0,0,0,0,2035.815,3,Arbitrum
0x5a27d268e830655e908a0a2c3b24f572695af5e8,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x5a72bfaf8dd5b251bd008fdc0b4656319ac0509b,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x5a9d37291d786e6f292975b431574c2e9d05cefa,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x5aa34335ba8d84002bda0d1cfd9c0dcc8e7bba7a,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x5aaaef91f93be4de932b8e7324abbf9f26daa706,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x5b06b44a66e5345661f6e4596f3a20da19eec1ee,Staked,,FALSE,,0,0,0,0,0,0,0,1,678.6051,0,0,0,0,678.6051,1,Arbitrum
0x5bfcd9fe67a606a6b6756db3db647ea166e91aa0,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Arbitrum
0x5c2acae2bfbf75b7a2f045dc7f4326bc4f0b048d,,,FALSE,,0,6,13,0,0,0,0,0,0,4.75,2753.554,0,0,2753.554,4.75,Arbitrum
0x5c648ad819217f69268caa8af95bfb8cc81d5154,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Optimism
0x5cafbd5ae3ebeefeae0a1ef6ef21177df4e961a4,,,FALSE,,2,0,0,0,0,0,1,0,0,2,1159.391,1,552.571,1711.962,3,Optimism
0x5cb656d7605d9924c085fc859585f3ff2f7ad08f,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x5d2a62c53f8449c8a75c46b4a11ec64e35a7d525,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x5e03b07ae157ee1ca5bf2f3cbe5bc8dc38f3e965,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Optimism
0x5e0a088942ec09c9ea98ae237625f063a3bed237,,,TRUE,,5,0,0,0,0,0,0,2,1357.21,5,2898.478,0,0,4255.688,7,Arbitrum
0x5e46884a77e0ac5f3126e30720bd5218814dc5e2,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x5e93781e8bac02c42d1efb9c80c7b9962ca66215,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x5f84377f49629c73b6a8de747d9a86ba6c766c85,,,FALSE,,0,0,0,0,0,0,0,2,1357.21,0,0,0,0,1357.21,2,Arbitrum
0x5f96322bafb9b06e33930e68bf8db3f23f83f126,,,FALSE,,0,1,0,0,0,0,0,0,0,0.25,144.9239,0,0,144.9239,0.25,Optimism
0x60c2847dd005a346c032ebf1874d5a30632da7bf,,,FALSE,,4,0,0,0,0,0,0,0,0,4,2318.782,0,0,2318.782,4,Arbitrum
0x6129aeaf582dd8b748772e19fb7a80af26d4c2d3,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x61c95db467a70fa032d79b673589cdfb1406c652,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x6232d7a6085d0ab8f885292078eeb723064a376b,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Arbitrum
0x62c704b3645ed6274c5220d324253b816855bc7c,,,FALSE,,0,0,0,0,0,0,0,2,1357.21,0,0,0,0,1357.21,2,Arbitrum
0x63218c1c12a7a81e8748a7172baa922c8b20d0dd,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x63a370abfc8ed6132025f6dc8244ddf6205c174b,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x63c9a867d704df159bbbb88eeee1609196b1995e,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x64766a112b319dbcd77e3b20dff62b15693c2c70,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x64df7af696e0977771a0e1e1b1a8dd22ded3cf4b,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x65540416de04224d7f657609a190ea33d346084b,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x65764f14c41146db678d10bfbcd87b35af67cb9d,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Arbitrum
0x6637b4b8fc4102135340509e294beeebf4793fa7,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x66e9e8a51a66a264a224e18d468a575f36b53064,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x67088f546ad0c9adac3a7162f28219d0676bd8f9,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x676b91977a0d5850ced804e1c282ee9ad69b0274,,,FALSE,,0,38,37,0,0,0,0,0,0,18.75,10869.29,0,0,10869.29,18.75,Optimism
0x67c4f4736f8df26c11456750f3daff1377e02c65,,,FALSE,,0,0,0,0,0,0,0,2,1357.21,0,0,0,0,1357.21,2,Optimism
0x682bde2ac78bcc2df7d19dfa747cc6dce9d3392b,,,FALSE,,4,0,0,0,0,0,0,0,0,4,2318.782,0,0,2318.782,4,Arbitrum
0x68781516d80ec9339ecdf5996dfbcafb8afe8e22,,,FALSE,,8,0,0,0,0,0,0,0,0,8,4637.564,0,0,4637.564,8,Arbitrum
0x6908cc437c8bea5c19a81e487a1528635ec2b197,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x6977e753e022f65ebeb170d8267b2ea54a431523,,,TRUE,,0,0,0,0,0,0,0,2,1357.21,0,0,0,0,1357.21,2,Arbitrum
0x6981378e696b0dd0e585d4d519c98b8a2c5bc020,,,TRUE,,0,2,0,0,0,0,0,2,1357.21,0.5,289.8478,0,0,1647.058,2.5,Arbitrum
0x69e6717964273a4b031242bfcc904469ed7171dd,,,FALSE,,7,0,0,0,0,0,0,2,1357.21,7,4057.869,0,0,5415.079,9,Arbitrum
0x6a2d7c1c0f200b9703e1b89c085398a6b4d50725,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x6a73b51695342a41eb29a7b6f0f1a384793f4ee3,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x6b71a2ded86b4caf125b9ca54288883550454c18,,,FALSE,,7,1,0,0,0,0,0,0,0,7.25,4202.793,0,0,4202.793,7.25,Arbitrum
0x6bcb45af1ecf290ae8c74d86b72cdfd3321ced2e,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x6bcc8a952fbc6dd37626250487808924db2e8b24,Staked,Staked,FALSE,,3,0,0,0,0,0,0,2,1357.21,3,1739.087,0,0,3096.297,5,Arbitrum
0x6c4de74f5752960e991d7bf580fde2cfc5e2ca59,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Optimism
0x6ca7b32902ea9dcf9e184830b85c7ba40b742811,,,FALSE,,2,0,0,0,0,0,0,0,0,2,1159.391,0,0,1159.391,2,Arbitrum
0x6cd68e8f04490cd1a5a21cc97cc8bc15b47dc9eb,,,TRUE,,0,0,0,0,0,0,0,2,1357.21,0,0,0,0,1357.21,2,Arbitrum
0x6d526f6b4c86fbdc8e359e6bef4cd6a42acea2d7,,,FALSE,,2,0,0,0,0,0,0,0,0,2,1159.391,0,0,1159.391,2,Arbitrum
0x6da0a1784de1abdde1734ba37eca3d560bf044c0,,,FALSE,,2,0,0,0,0,0,0,0,0,2,1159.391,0,0,1159.391,2,Optimism
0x6dab66cd8ccca835fe103585eea869d911b51fbc,Staked,,FALSE,,0,0,0,0,0,0,0,1,678.6051,0,0,0,0,678.6051,1,Arbitrum
0x6de3e46cce02a39d74e55eb8d23e5b175cab882a,,,FALSE,,14,6,0,0,0,0,0,0,0,15.5,8985.281,0,0,8985.281,15.5,Arbitrum
0x6e61a82ab503fa43935a9968e302c32d12f17cba,,,TRUE,,0,28,1,0,0,0,0,1,678.6051,7.25,4202.793,0,0,4881.398,8.25,Arbitrum
0x6e93ebc8302890ff1d1befd779d1db131ef30d4d,Staked,,TRUE,,0,0,0,0,0,0,0,2,1357.21,0,0,0,0,1357.21,2,Arbitrum
0x6f5ba08e5fbf3d8d9bb5ee5c0048bfdf9fab93cd,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x700ce029b0f9d89491321199908e6a46c38e8e9a,,,FALSE,,4,0,0,0,0,0,0,0,0,4,2318.782,0,0,2318.782,4,Arbitrum
0x70144ab8efff2f0be85b052fd8ddeedeae684e53,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x70e7a6621f4cb3c3e073d0539899f49fc88424c0,Staked,Staked,TRUE,,0,0,0,0,0,0,0,3,2035.815,0,0,0,0,2035.815,3,Arbitrum
0x71455451df7868da52e45f9a3a39852f4ec1b654,,,FALSE,,4,0,0,0,0,0,0,0,0,4,2318.782,0,0,2318.782,4,Arbitrum
0x716722c80757fff31da3f3c392a1736b7cfa3a3e,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x717f6203d68b8914d2c247548ed093babc1812e3,,,FALSE,,4,0,0,0,0,0,0,0,0,4,2318.782,0,0,2318.782,4,Arbitrum
0x719d46bf5e6fa7bb63025e40d802da2e3a133426,Staked,Staked,FALSE,,4,16,54,0,0,0,0,2,1357.21,21.5,12463.45,0,0,13820.66,23.5,Arbitrum
0x71dae844c951ec67d409007538c26035fe07134a,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x71ecd8ea61bf8187613e741f4a1feece53a89658,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Optimism
0x72d71ed653005edcbbd3995c80358eaf1a50ad04,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x72da0b8a1b932c8a2cc9dcf8c28642290220aec4,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
0x731673f27019661c4a38fc24a72a37b415e737da,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Arbitrum
0x736dde3e0f5c588ddc53ad7f0f65667c0cca2801,,,TRUE,,3,0,0,0,0,0,0,1,678.6051,3,1739.087,0,0,2417.692,4,Arbitrum
0x73d0270f73b862068654876d6e87c3fbd9a59132,,,FALSE,,2,0,0,0,0,0,0,0,0,2,1159.391,0,0,1159.391,2,Arbitrum
0x7452e7d530078dbd6a2ed65007bea00a4d60f138,,,FALSE,,1,0,0,0,0,0,0,0,0,1,579.6956,0,0,579.6956,1,Arbitrum
0x74df3f79e48220af12c8da4737be2de223836c99,,,FALSE,,5,0,0,0,0,0,0,0,0,5,2898.478,0,0,2898.478,5,Arbitrum
0x753ac33e53a1c56c68668487e45b09488fd0fb26,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Arbitrum
0x75d4bdbf6593ed463e9625694272a0ff9a6d346f,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Arbitrum
0x75f58030c190bb4288f56100f0ee49b6eeb4a134,,,TRUE,,0,0,0,0,0,0,0,2,1357.21,0,0,0,0,1357.21,2,Arbitrum
0x75f7a78bf1e7b9fa7afd9d8f197656a8e79598a1,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Arbitrum
0x764a302ffbbe0320a735701da4791e5f6b22090f,,,FALSE,,2,0,0,0,0,0,0,0,0,2,1159.391,0,0,1159.391,2,Arbitrum
0x76fb1a0ebd7da4e1db53d147c7dfe8eb0c9164f6,,,FALSE,,3,0,0,0,0,0,0,0,0,3,1739.087,0,0,1739.087,3,Arbitrum
0x7701832b38c4af966b4b171b3e15cf8208042a4d,,,FALSE,,3,0,0,0,0,0,2,0,0,3,1739.087,2,1105.142,2844.229,5,Arbitrum
0x770569f85346b971114e11e4bb5f7ac776673469,,,FALSE,,0,0,0,0,0,0,1,0,0,0,0,1,552.571,552.571,1,Arbitrum
